Apto,Estatus,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Jan-26,Feb-26,Mar-26,Apr-26,May-26,Jun-26,Jul-26,Aug-26,Sep-26,Oct-26,Nov-26,Dec-26,Jan-27,Feb-27,Mar-27,Apr-27,May-27,Jun-27,TOTAL,a,b,c,"Cant.
Cuotas"," Valor
Cuotas"
1605,4.Plan de pagos,,,,,,,,,,,,,,,,,," 10,000.00 "," 8,085.00 "," 8,085.00 "," 8,085.00 "," 8,085.00 "," 8,085.00 "," 8,085.00 "," 8,085.00 "," 8,085.00 "," 8,085.00 "," 8,085.00 "," 8,085.00 "," 8,085.00 "," 8,085.00 "," 8,085.00 "," 8,085.00 "," 8,080.00 ",,,,,,,,,,,,,,,,,,," 139,355.00 ", -   ," 139,355.00 ",0,17," 8,197.35 "
1606,1.Disponible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   ,"-99,632.63 ", -   ,0,0, -   
1607,4.Plan de pagos,,," 6,000.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 10,000.00 "," 92,510.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 132,510.00 "," 16,010.00 "," 132,510.00 ",0,19," 6,974.21 "
1608,4.Plan de pagos," 6,000.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 3,100.00 "," 4,048.00 ",,,,,,,,,,,,,,,,," 115,448.00 ", -   ," 115,448.00 ",0,36," 3,206.89 "
1609,4.Plan de pagos," 6,000.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.58 ",,,,,,,,,,,,,,,,," 86,150.58 ", -   ," 86,150.58 ",0,36," 2,393.07 "
1610,4.Plan de pagos,,,," 95,008.13 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,447.00 "," 29,451.21 ",,,,,,,,,,,,,,,,,,,,,," 890,081.34 ", -   ," 890,081.34 ",0,28," 31,788.62 "
1611,2. Reserva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 13,500.00 "," 13,500.00 "," 13,500.00 "," 13,500.00 "," 13,500.00 "," 13,500.00 "," 13,500.00 ",,,,,,,,,,,,," 104,500.00 ","-39,300.00 "," 104,500.00 ",0,8," 13,062.50 "
1612,1.Disponible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   ,"-98,258.36 ", -   ,0,0, -   
1701,4.Plan de pagos," 6,000.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,870.00 ",,,,,,,,,,,,,,,,," 139,070.00 ", -   ," 139,070.00 ",0,36," 3,863.06 "
1702,4.Plan de pagos,," 6,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 2,000.00 "," 4,700.00 ",,,,,,,,,,,,,,,,,,,,,," 66,700.00 ", -   ," 66,700.00 ",0,30," 2,223.33 "
1703,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 10,385.00 "," 10,385.00 "," 10,385.00 "," 10,385.00 "," 10,385.00 "," 10,385.00 "," 10,385.00 "," 10,385.00 "," 10,385.00 "," 10,385.00 "," 10,385.00 "," 10,385.00 "," 10,385.00 ",,,,,,,,,,,,,," 145,005.00 "," 3,881.05 "," 145,005.00 ",0,14," 10,357.50 "
1704,4.Plan de pagos," 6,000.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 ",,,,,,,,,,,,,,,,," 62,000.00 ", -   ," 62,000.00 ",0,36," 1,722.22 "
1705,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 65,592.83 "," 69,050.44 ",,,,,,,,,,,,,,,,,,,,,,,,," 144,643.27 ", 38.95 ," 144,643.27 ",0,3," 48,214.42 "
1706,4.Plan de pagos," 6,000.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 2,400.00 "," 1,200.00 ", 651.00 ,,,,,,,,,,,,,,,,," 87,051.00 ", -   ," 87,051.00 ",0,36," 2,418.08 "
1707,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 5,050.00 "," 5,050.00 "," 5,050.00 "," 5,050.00 "," 5,050.00 "," 5,050.00 "," 5,050.00 "," 5,050.00 "," 5,050.00 "," 5,050.00 "," 5,050.00 "," 5,050.00 "," 5,050.00 "," 5,050.00 "," 5,050.00 "," 5,050.00 ",,,,,,,,,,,," 90,800.00 ", -   ," 90,800.00 ",0,17," 5,341.18 "
1708,4.Plan de pagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 10,000.00 "," 14,200.00 "," 14,200.00 "," 14,200.00 "," 14,200.00 "," 14,200.00 "," 14,200.00 "," 14,200.00 "," 14,200.00 ",,,,,,,,,,,,," 123,600.00 ","-30,204.21 "," 123,600.00 ",0,9," 13,733.33 "
1801,4.Plan de pagos," 6,000.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,800.00 "," 3,952.00 ",,,,,,,,,,,,,,,,," 139,152.00 ", -   ," 139,152.00 ",0,36," 3,865.33 "
1802,4.Plan de pagos," 6,000.00 ",,," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,818.00 "," 2,814.00 ",,,,,,,,,,,,,,,,,,,,,," 84,900.00 ", -   ," 84,900.00 ",0,29," 2,927.59 "
1803,2. Reserva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   ,"-141,123.95 ", -   ,0,0, -   
1804,4.Plan de pagos," 6,000.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 "," 1,600.00 ",,,,,,,,,,,,,,,,," 62,000.00 ", -   ," 62,000.00 ",0,36," 1,722.22 "
1805,2.Reserva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   ,"-141,604.32 ", -   ,0,0, -   
1806,4.Plan de pagos," 6,000.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.00 "," 2,290.58 ",,,,,,,,,,,,,,,,," 86,150.58 ", -   ," 86,150.58 ",0,36," 2,393.07 "
1807,4.Plan de pagos," 6,000.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,050.00 "," 3,456.00 ",,,,,,,,,,,,,,,,," 113,156.00 ", -   ," 113,156.00 ",0,36," 3,143.22 "
1808,4.Plan de pagos,,,,,,," 8,000.00 "," 2,800.00 "," 2,800.00 "," 11,150.00 "," 2,800.00 "," 2,800.00 "," 2,800.00 "," 2,800.00 "," 2,800.00 "," 2,800.00 "," 22,300.00 "," 2,800.00 "," 2,800.00 "," 2,800.00 "," 2,800.00 "," 16,725.00 "," 2,800.00 "," 2,800.00 "," 2,800.00 "," 2,800.00 "," 2,800.00 "," 2,800.00 "," 22,300.00 "," 2,800.00 "," 8,133.51 ",,,,,,,,,,,,,,,,,,,,,," 141,808.51 ", -   ," 141,808.51 ",0,25," 5,672.34 "
1901,4.Plan de pagos," 15,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 24,882.00 ",,,,,,,,,,,,,,,,," 73,882.00 ", -   ," 73,882.00 ",0,36," 2,052.28 "
1902,4.Plan de pagos,,,,,," 6,000.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,511.00 ",,,,,,,,,,,,,,,,,,," 132,200.00 ", -   ," 132,200.00 ",0,29," 4,558.62 "
1903,4.Plan de pagos,,,,,," 6,000.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,523.00 "," 4,529.00 ",,,,,,,,,,,,,,,,,,," 132,650.00 ", -   ," 132,650.00 ",0,29," 4,574.14 "
1904,4.Plan de pagos,,,,,," 6,000.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,507.00 "," 4,511.00 ",,,,,,,,,,,,,,,,,,," 132,200.00 ", -   ," 132,200.00 ",0,29," 4,558.62 "
1905,4.Plan de pagos,,,,,," 6,000.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,661.00 "," 4,653.00 ",,,,,,,,,,,,,,,,,,," 136,500.00 ", -   ," 136,500.00 ",0,29," 4,706.90 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimaci—n a recibir,," 240,000.00 "," 231,447.00 "," 229,681.00 "," 417,628.85 "," 397,821.17 "," 526,320.00 "," 426,343.00 "," 443,429.00 "," 526,286.55 "," 537,872.55 "," 540,107.55 "," 628,238.55 "," 677,841.55 "," 686,586.55 "," 756,504.55 "," 753,835.55 "," 860,072.55 "," 1,698,407.57 "," 934,030.65 "," 900,615.55 "," 1,072,928.55 "," 1,790,369.79 "," 1,233,786.55 "," 1,316,384.55 "," 1,371,088.55 "," 1,028,214.77 "," 1,143,422.38 "," 1,194,877.37 "," 3,052,315.04 "," 1,321,529.46 "," 1,344,248.78 "," 861,800.69 "," 779,813.08 "," 895,093.52 "," 618,672.92 "," 663,529.31 "," 477,272.70 "," 499,181.10 "," 524,022.36 "," 823,652.45 "," 8,832.47 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 32,649,504.91 ",,,,,
Estimaci—n a recibir Mayo 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimaci—n flujo acumulado,," 240,000.00 "," 471,447.00 "," 701,128.00 "," 1,118,756.85 "," 1,516,578.02 "," 2,042,898.02 "," 2,469,241.02 "," 2,912,670.02 "," 3,438,956.57 "," 3,976,829.12 "," 4,516,936.67 "," 5,145,175.22 "," 5,823,016.77 "," 6,509,603.32 "," 7,266,107.87 "," 8,019,943.42 "," 8,880,015.97 "," 10,578,423.54 "," 11,512,454.19 "," 12,413,069.74 "," 13,485,998.29 "," 15,276,368.08 "," 16,510,154.63 "," 17,826,539.18 "," 19,197,627.73 "," 20,225,842.50 "," 21,369,264.88 "," 22,564,142.25 "," 25,616,457.29 "," 26,937,986.75 "," 28,282,235.53 "," 29,144,036.22 "," 29,923,849.30 "," 30,818,942.82 "," 31,437,615.74 "," 32,101,145.05 "," 32,578,417.75 "," 33,077,598.85 "," 33,601,621.21 "," 34,425,273.66 "," 34,434,106.13 "," 34,434,106.13 "," 34,434,106.13 "," 34,434,106.13 "," 34,434,106.13 "," 34,434,106.13 "," 34,434,106.13 "," 34,434,106.13 "," 34,434,106.13 "," 34,434,106.13 "," 34,434,106.13 "," 34,434,106.13 "," 1,784,601.22 ",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total de Cuotas F&F y Casos Especiales,," 87,000.00 "," 40,196.00 "," 34,696.00 "," 34,696.00 "," 34,696.00 "," 82,696.00 "," 67,906.00 "," 73,906.00 "," 106,690.55 "," 119,890.55 "," 79,890.55 "," 79,890.55 "," 79,890.55 "," 87,890.55 "," 84,391.55 "," 84,391.55 "," 84,391.55 "," 84,391.55 "," 84,391.55 "," 84,391.55 "," 84,391.55 "," 103,523.55 "," 84,391.55 "," 84,391.55 "," 84,391.55 "," 84,391.55 "," 84,391.55 "," 84,391.55 "," 84,391.55 "," 102,710.38 "," 79,826.08 "," 57,155.00 "," 57,155.00 "," 57,173.00 "," 64,892.72 "," 78,894.95 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F&F (Que NO pagan Cuotas),," 15,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 1,000.00 "," 43,000.00 "," 30,154.00 "," 30,154.00 "," 66,138.55 "," 42,138.55 "," 42,138.55 "," 42,138.55 "," 42,138.55 "," 42,138.55 "," 42,138.55 "," 42,138.55 "," 42,138.55 "," 42,138.55 "," 42,138.55 "," 42,138.55 "," 42,138.55 "," 42,138.55 "," 42,138.55 "," 42,138.55 "," 42,138.55 "," 42,138.55 "," 42,138.55 "," 42,138.55 "," 42,138.55 "," 42,138.45 "," 30,139.00 "," 24,459.00 "," 24,459.00 "," 24,477.00 "," 1,000.00 "," 24,882.00 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,
F&F (Que Sê pagan Cuotas),," 72,000.00 "," 39,196.00 "," 33,696.00 "," 33,696.00 "," 33,696.00 "," 39,696.00 "," 37,752.00 "," 43,752.00 "," 40,552.00 "," 77,752.00 "," 37,752.00 "," 37,752.00 "," 37,752.00 "," 45,752.00 "," 42,253.00 "," 42,253.00 "," 42,253.00 "," 42,253.00 "," 42,253.00 "," 42,253.00 "," 42,253.00 "," 61,385.00 "," 42,253.00 "," 42,253.00 "," 42,253.00 "," 42,253.00 "," 42,253.00 "," 42,253.00 "," 42,253.00 "," 60,571.93 "," 49,687.08 "," 32,696.00 "," 32,696.00 "," 32,696.00 "," 63,892.72 "," 54,012.95 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,
Diferencia,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flujo Neto (sin F&F y Casos Esp),," 153,000.00 "," 191,251.00 "," 194,985.00 "," 382,932.85 "," 363,125.17 "," 443,624.00 "," 358,437.00 "," 369,523.00 "," 419,596.00 "," 417,982.00 "," 460,217.00 "," 548,348.00 "," 597,951.00 "," 598,696.00 "," 672,113.00 "," 669,444.00 "," 775,681.00 "," 1,614,016.02 "," 849,639.10 "," 816,224.00 "," 988,537.00 "," 1,686,846.24 "," 1,149,395.00 "," 1,231,993.00 "," 1,286,697.00 "," 943,823.22 "," 1,059,030.83 "," 1,110,485.82 "," 2,967,923.49 "," 1,218,819.08 "," 1,264,422.70 "," 804,645.69 "," 722,658.08 "," 837,920.52 "," 553,780.20 "," 584,634.36 "," 477,272.70 "," 499,181.10 "," 524,022.36 "," 823,652.45 "," 8,832.47 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acumulado sin F&F,," 153,000.00 "," 344,251.00 "," 539,236.00 "," 922,168.85 "," 1,285,294.02 "," 1,728,918.02 "," 2,087,355.02 "," 2,456,878.02 "," 2,876,474.02 "," 3,294,456.02 "," 3,754,673.02 "," 4,303,021.02 "," 4,900,972.02 "," 5,499,668.02 "," 6,171,781.02 "," 6,841,225.02 "," 7,616,906.02 "," 9,230,922.04 "," 10,080,561.14 "," 10,896,785.14 "," 11,885,322.14 "," 13,572,168.38 "," 14,721,563.38 "," 15,953,556.38 "," 17,240,253.38 "," 18,184,076.60 "," 19,243,107.43 "," 20,353,593.25 "," 23,321,516.74 "," 24,540,335.82 "," 25,804,758.52 "," 26,609,404.21 "," 27,332,062.29 "," 28,169,982.81 "," 28,723,763.01 "," 29,308,397.37 "," 29,785,670.07 "," 30,284,851.17 "," 30,808,873.53 "," 31,632,525.98 "," 31,641,358.45 "," 31,641,358.45 "," 31,641,358.45 "," 31,641,358.45 "," 31,641,358.45 "," 31,641,358.45 "," 31,641,358.45 "," 31,641,358.45 "," 31,641,358.45 "," 31,641,358.45 "," 31,641,358.45 "," 31,641,358.45 ",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
